x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.044620302826892694
1.6,0.042398166629843886
3.2,0.03290646617457198
4.800000000000001,0.020085676716199118
6.4,0.010662874119354813
8.0,0.005968709688653824
9.600000000000001,0.004435951198817756
11.200000000000001,0.0033905117140517736
12.8,0.0028577703760761636
14.4,0.002640615181805425
16.0,0.0025930718505455625
17.6,0.002581852305734411
19.200000000000003,0.002563342228751179
20.8,0.002568829366269536
22.400000000000002,0.0026069072276288787
24.0,0.002683695379765668
25.6,0.002792917461745755
27.200000000000003,0.0029355730414979252
28.8,0.0031302003952588305
30.400000000000002,0.00336186640418031
32.0,0.0035979597074067547
33.6,0.0037892881842592615
35.2,0.00384227146444197
36.800000000000004,0.0037209731550947368
38.400000000000006,0.0034067838044068936
40.0,0.0028951565184640094
41.6,0.0022632642220097926
43.2,0.0016773489490639858
44.800000000000004,0.0011898591038896167
46.400000000000006,0.0007935433911769404
48.0,0.0005156226331734338
49.6,0.000345564652591841
51.2,0.0002526486909180379
52.800000000000004,0.00019897164135393368
54.400000000000006,0.000163197193831994
56.0,0.00013907368070811675
57.6,0.00012137290337732428
59.2,0.00010767243493243022
60.800000000000004,9.609366662328792e-05
62.400000000000006,8.68645153986437e-05
64.0,7.972125855118937e-05
65.60000000000001,7.326534288876408e-05
67.2,6.839522674713945e-05
68.8,6.353954400187141e-05
70.4,5.983729879613809e-05
72.0,5.647134595428355e-05
73.60000000000001,5.341305853137228e-05
75.2,5.067087703633291e-05
76.80000000000001,4.765066037645562e-05
78.4,4.507577387249794e-05
80.0,4.231622125446031e-05
81.60000000000001,4.006714596652987e-05
83.2,3.789286530165041e-05
84.80000000000001,3.5920392883863655e-05
86.4,3.414784905696348e-05
88.0,3.243735255786533e-05
89.60000000000001,3.086568371202817e-05
91.2,2.941073844637211e-05
92.80000000000001,2.8077748085508906e-05
94.4,2.6816865730667634e-05
96.0,2.5622218710391424e-05
97.60000000000001,2.450305768240596e-05
99.2,2.3483247963679678e-05
100.80000000000001,2.2523254233023862e-05
102.4,2.1673871801394253e-05
104.0,2.0834622658059245e-05
105.60000000000001,2.0068426452299728e-05
107.2,1.9327216035794387e-05
108.80000000000001,1.858026708212344e-05
110.4,1.7903062949569895e-05
112.0,1.7230297246295685e-05
113.60000000000001,1.6577782729652402e-05
115.2,1.590652038444269e-05
116.80000000000001,1.5286022087556324e-05
118.4,1.4683557619195757e-05
120.0,1.4289912705874849e-05
121.60000000000001,1.3654501213110876e-05
123.2,1.3172719051970715e-05
124.80000000000001,1.2774787295315023e-05
126.4,1.2323510929681478e-05
128.0,1.1924878270276907e-05
129.6,1.1483705166891524e-05
131.20000000000002,1.1029778208383565e-05
132.8,1.0675512565863541e-05
134.4,1.0255066453553964e-05
136.0,9.97890132909222e-06
137.6,9.65105876409365e-06
139.20000000000002,9.29595498700939e-06
140.8,9.060674953690589e-06
142.4,8.654429379913175e-06
144.0,8.430217292356465e-06
145.6,8.04192853767533e-06
147.20000000000002,7.71480792039789e-06
148.8,7.450740385454774e-06
150.4,7.007121110310139e-06
152.0,6.754905203656632e-06
153.60000000000002,6.346731448724844e-06
155.20000000000002,6.126556436391011e-06
156.8,5.790697412267278e-06
158.4,5.537723413371449e-06
160.0,5.280828331193709e-06
161.60000000000002,5.05626153448069e-06
163.20000000000002,4.844970504105007e-06
164.8,4.684683421145027e-06
166.4,4.5483548043408125e-06
168.0,4.515690232486113e-06
169.60000000000002,4.676404250768477e-06
