x_interp,Beta,Plus_Unc,Minus_Unc
0.0,1.518053201498072,0.3156988541110055,0.3494765022239059
4.0,1.970478236308423,0.355663518841693,0.2831946633588416
8.0,1.976095959301492,0.3542763271704632,0.2839639701249892
12.0,1.8556040738280843,0.2813296822409461,0.25727354767720234
16.0,1.7627438647588494,0.2478211782606654,0.2612853431408888
20.0,1.7139817601113256,0.23283193763677623,0.26615771553166856
24.0,1.655379669963449,0.230449953572061,0.28735513764400067
28.0,1.7015817376379352,0.23481171837126902,0.2762797797822978
32.0,1.6736394891374178,0.23121973883053437,0.27825844710913916
36.0,1.645208764760998,0.229655724698006,0.29107205793295154
40.0,1.7204912229745029,0.23555600124171416,0.2625308509709363
44.0,1.7787287891747043,0.2522057505115214,0.25596167305803386
48.0,1.8686233615305032,0.2923501484235369,0.25789592742755896
52.0,1.9020179901344834,0.3088603216371981,0.26352823352230037
56.0,1.9721427653340937,0.3556098209486551,0.2834292908413698
60.0,1.9738693881528009,0.3554200721749574,0.28488104916139334
64.0,1.9782600638464656,0.35376632649812123,0.2850621643758562
68.0,1.9745352493773565,0.35836567891689963,0.28578008614860284
72.0,1.9699748180135215,0.3549290244222876,0.2812001991412796
76.0,1.9718000573014853,0.35320667934842165,0.28298682916742024
80.0,1.9745076089785016,0.35768511600438546,0.28566348775882866
84.0,1.97612249843016,0.3555097385164707,0.2847180052006233
88.0,1.9766587220281786,0.35537968664294395,0.285384097903838
92.0,1.9717728002593906,0.35413316981150733,0.2813932285017111
96.0,1.9722598051067863,0.35752841331965746,0.28296876859847897
100.0,1.9702958805560242,0.35744144603945527,0.2850395279111235
104.0,1.9781540449618669,0.3572454538901344,0.284422474063565
108.0,1.9721487494420429,0.35228578296122404,0.2828110891823319
112.0,1.9730532254251838,0.35649271202510513,0.2832891070236363
116.0,1.9701136961535204,0.35434978834057973,0.2817697079839734
120.0,1.9721593622848141,0.354419721486797,0.28234373037310534
124.0,1.9692962902067699,0.35405355658173465,0.2808556557860151
128.0,1.9699085396775566,0.35892922798515015,0.2848975427771063
132.0,1.976506231044526,0.35417059416773555,0.28295097505544553
136.0,1.970301512348641,0.354577117654745,0.28370808165748107
140.0,1.9700392765471937,0.35648363508356273,0.2839044000743598
